Date,Close,Volume,Market Cap
"Aug 07, 2015",279.59,42484800,4032820000
"Aug 08, 2015",261,58533000,4048270000
"Aug 09, 2015",265.08,23789600,3779770000
"Aug 10, 2015",264.47,20979400,3843850000
"Aug 11, 2015",270.39,25433900,3828500000
"Aug 12, 2015",266.38,26815400,3920210000
"Aug 13, 2015",264.08,27685500,3857090000
"Aug 14, 2015",265.68,27091200,3828340000
"Aug 15, 2015",261.55,19321100,3849530000
"Aug 16, 2015",258.51,29717000,3797330000
"Aug 17, 2015",257.98,21617900,3749260000
"Aug 18, 2015",211.08,42147200,3742020000
"Aug 19, 2015",226.68,60869200,3274860000
"Aug 20, 2015",235.35,32275000,3293570000
"Aug 21, 2015",232.57,23173800,3417200000
"Aug 22, 2015",230.39,23205900,3379050000
"Aug 23, 2015",228.17,18406600,3346760000
"Aug 24, 2015",210.5,59220700,3314640000
"Aug 25, 2015",221.61,61089200,3053250000
"Aug 26, 2015",225.83,31808000,3228540000
"Aug 27, 2015",224.77,21905400,3287220000
"Aug 28, 2015",231.4,31336600,3268370000
"Aug 29, 2015",229.78,17142500,3368880000
"Aug 30, 2015",228.76,19412600,3345740000
"Aug 31, 2015",230.06,20710700,3335220000
"Sep 01, 2015",228.12,20575200,3352760000
"Sep 02, 2015",229.28,18760400,3321180000
"Sep 03, 2015",227.18,17482000,3340990000
"Sep 04, 2015",230.3,20962400,3311080000
"Sep 05, 2015",235.02,20671400,3355470000
"Sep 06, 2015",239.84,25473700,3424420000
"Sep 07, 2015",239.85,21192200,3499120000
"Sep 08, 2015",243.61,26879200,3498750000
"Sep 09, 2015",238.17,23635700,3551640000
"Sep 10, 2015",238.48,21215500,3478410000
"Sep 11, 2015",240.11,19224700,3479310000
"Sep 12, 2015",235.23,17962600,3502520000
"Sep 13, 2015",230.51,18478800,3435990000
"Sep 14, 2015",230.64,20997800,3369190000
"Sep 15, 2015",230.3,19177800,3368360000
"Sep 16, 2015",229.09,20144200,3365740000
"Sep 17, 2015",229.81,18935400,3349390000
"Sep 18, 2015",232.98,20242200,3415440000
"Sep 19, 2015",231.49,12712600,3406390000
"Sep 20, 2015",231.21,14444700,3385770000
"Sep 21, 2015",227.09,19678800,3383840000
"Sep 22, 2015",230.62,25009300,3322420000
"Sep 23, 2015",230.28,17254100,3381390000
"Sep 24, 2015",234.53,25097800,3373850000
"Sep 25, 2015",235.14,22363600,3433300000
"Sep 26, 2015",234.34,13724100,3444730000
"Sep 27, 2015",232.76,14179900,3431860000
"Sep 28, 2015",239.14,24713000,3413630000
"Sep 29, 2015",236.69,22691300,3505090000
"Sep 30, 2015",236.06,19743500,3471280000
"Oct 01, 2015",237.55,20488800,3462800000
"Oct 02, 2015",237.29,19677900,3482190000
"Oct 03, 2015",238.73,16482700,3482100000
"Oct 04, 2015",238.26,12999000,3502460000
"Oct 05, 2015",240.38,23335900,3497740000
"Oct 06, 2015",246.06,27535100,3531230000
"Oct 07, 2015",242.97,22999200,3617400000
"Oct 08, 2015",242.3,18515300,3572730000
"Oct 09, 2015",243.93,17353100,3565090000
"Oct 10, 2015",244.94,15912700,3584120000
"Oct 11, 2015",247.05,16827300,3599840000
"Oct 12, 2015",245.31,17388300,3632110000
"Oct 13, 2015",249.51,28198500,3608340000
"Oct 14, 2015",251.99,27462600,3672370000
"Oct 15, 2015",254.32,25223500,3711800000
"Oct 16, 2015",262.87,35901500,3745090000
"Oct 17, 2015",270.64,43199600,3870490000
"Oct 18, 2015",261.64,22434300,3991620000
"Oct 19, 2015",263.44,25258800,3859270000
"Oct 20, 2015",269.46,30889800,3885570000
"Oct 21, 2015",266.27,25637300,3970980000
"Oct 22, 2015",274.02,37808600,3930500000
"Oct 23, 2015",276.5,29442500,4037010000
"Oct 24, 2015",281.65,25942400,4080140000
"Oct 25, 2015",283.68,45717100,4154100000
"Oct 26, 2015",285.3,32108800,4187410000
"Oct 27, 2015",293.79,46331800,4211500000
"Oct 28, 2015",304.62,50808100,4338430000
"Oct 29, 2015",313.86,64495900,4496390000
"Oct 30, 2015",328.02,78305000,4639690000
"Oct 31, 2015",314.17,48598100,4856410000
"Nov 01, 2015",325.43,37001100,4657890000
"Nov 02, 2015",361.19,101918000,4820850000
"Nov 03, 2015",403.42,206162000,5353680000
"Nov 04, 2015",411.56,263900000,5973510000
"Nov 05, 2015",386.35,151825000,6040410000
"Nov 06, 2015",374.47,122687000,5745320000
"Nov 07, 2015",386.48,56625100,5542680000
"Nov 08, 2015",373.37,51817600,5692390000
"Nov 09, 2015",380.26,68224400,5546240000
"Nov 10, 2015",336.82,95797900,5631520000
"Nov 11, 2015",311.08,107070000,5037510000
"Nov 12, 2015",338.15,78477800,4657240000
"Nov 13, 2015",336.75,52003000,5020700000
"Nov 14, 2015",332.91,38612000,4994250000
"Nov 15, 2015",320.17,44213100,4942420000
"Nov 16, 2015",330.75,47980100,4746070000
"Nov 17, 2015",335.09,51001600,4905260000
"Nov 18, 2015",334.59,43783800,4969330000
"Nov 19, 2015",326.15,45011100,4971880000
"Nov 20, 2015",322.02,53152900,4850170000
"Nov 21, 2015",326.93,28200500,4787340000
"Nov 22, 2015",324.54,23439400,4861340000
"Nov 23, 2015",323.05,27478900,4823700000
"Nov 24, 2015",320.05,29362600,4805160000
"Nov 25, 2015",328.21,41666900,4762230000
"Nov 26, 2015",352.68,106105000,4886330000
"Nov 27, 2015",358.04,55179100,5238500000
"Nov 28, 2015",357.38,36816600,5318300000
"Nov 29, 2015",371.29,40409300,5324610000
"Nov 30, 2015",377.32,71701600,5534000000
"Dec 01, 2015",362.49,60452200,5624580000
"Dec 02, 2015",359.19,54160500,5394070000
"Dec 03, 2015",361.05,50714900,5358040000
"Dec 04, 2015",363.18,35784100,5388110000
"Dec 05, 2015",388.95,66282200,5426180000
"Dec 06, 2015",388.78,77762000,5813290000
"Dec 07, 2015",395.54,63455800,5821140000
"Dec 08, 2015",415.56,57801400,5908810000
"Dec 09, 2015",417.56,90917200,6189620000
"Dec 10, 2015",415.48,52138900,6244360000
"Dec 11, 2015",451.94,110944000,6206150000
"Dec 12, 2015",435,131969000,6761730000
"Dec 13, 2015",433.76,55050600,6454430000
"Dec 14, 2015",444.18,130496000,6480070000
"Dec 15, 2015",465.32,83121100,6640850000
"Dec 16, 2015",454.93,107944000,6962090000
"Dec 17, 2015",456.08,47978400,6807850000
"Dec 18, 2015",463.62,60220100,6825640000
"Dec 19, 2015",462.32,47892700,6942950000
"Dec 20, 2015",442.69,75409400,6925030000
"Dec 21, 2015",438.64,77639700,6636280000
"Dec 22, 2015",436.57,50840400,6556960000
"Dec 23, 2015",442.4,47161400,6547850000
"Dec 24, 2015",454.99,57157200,6645120000
"Dec 25, 2015",455.65,39078500,6823120000
"Dec 26, 2015",417.27,116166000,6838480000
"Dec 27, 2015",422.82,53591200,6251440000
"Dec 28, 2015",422.28,49638600,6356100000
"Dec 29, 2015",432.98,51596500,6339010000
"Dec 30, 2015",426.62,46889400,6508960000
"Dec 31, 2015",430.57,45996600,6399190000
"Jan 01, 2016",434.33,36278900,6473530000
"Jan 02, 2016",433.44,30096600,6533630000
"Jan 03, 2016",430.01,39633800,6519500000
"Jan 04, 2016",433.09,38477500,6468180000
"Jan 05, 2016",431.96,34522600,6515380000
"Jan 06, 2016",429.11,34042500,6498830000
"Jan 07, 2016",458.05,87562200,6472580000
"Jan 08, 2016",453.23,56993000,6888600000
"Jan 09, 2016",447.61,32278000,6828000000
"Jan 10, 2016",447.99,35995900,6752210000
"Jan 11, 2016",448.43,40450000,6761090000
"Jan 12, 2016",435.69,115607000,6755220000
"Jan 13, 2016",432.37,173888000,6553350000
"Jan 14, 2016",430.31,43945500,6519110000
"Jan 15, 2016",364.33,153351000,6489870000
"Jan 16, 2016",387.54,120352000,5507790000
"Jan 17, 2016",382.3,45319600,5842270000
"Jan 18, 2016",387.17,54403900,5761940000
"Jan 19, 2016",380.15,46819800,5843510000
"Jan 20, 2016",420.23,121720000,5734760000
"Jan 21, 2016",410.26,68338000,6338800000
"Jan 22, 2016",382.49,91546600,6190940000
"Jan 23, 2016",387.49,56247400,5779890000
"Jan 24, 2016",402.97,54824800,5867300000
"Jan 25, 2016",391.73,59062400,6083900000
"Jan 26, 2016",392.15,58147000,5929520000
"Jan 27, 2016",394.97,47424400,5937780000
"Jan 28, 2016",380.29,59247900,5980180000
"Jan 29, 2016",379.47,86125300,5753970000
"Jan 30, 2016",378.26,30284400,5736760000
"Jan 31, 2016",368.77,37894300,5729870000
"Feb 01, 2016",373.06,51656700,5596090000
"Feb 02, 2016",374.45,40378700,5651690000
"Feb 03, 2016",369.95,45933400,5679530000
"Feb 04, 2016",389.59,69285500,5613380000
"Feb 05, 2016",386.55,43825000,5898960000
"Feb 06, 2016",376.52,49249300,5865740000
"Feb 07, 2016",376.62,37076300,5714760000
"Feb 08, 2016",373.45,47671100,5720100000
"Feb 09, 2016",376.03,55318500,5670880000
"Feb 10, 2016",381.65,85130900,5713880000
"Feb 11, 2016",379.65,74375600,5806110000
"Feb 12, 2016",384.26,67042800,5771040000
"Feb 13, 2016",391.86,61911700,5847990000
"Feb 14, 2016",407.23,74469800,5975580000
"Feb 15, 2016",400.19,74070500,6199850000
"Feb 16, 2016",407.49,73093100,6108040000
"Feb 17, 2016",416.32,83193600,6204150000
"Feb 18, 2016",422.37,76752600,6341430000
"Feb 19, 2016",420.79,55711300,6436980000
"Feb 20, 2016",437.16,93992100,6421310000
"Feb 21, 2016",438.8,89820700,6669260000
"Feb 22, 2016",437.75,85385200,6689200000
"Feb 23, 2016",420.74,85244900,6679400000
"Feb 24, 2016",424.96,67743700,6417190000
"Feb 25, 2016",424.54,70798000,6480650000
"Feb 26, 2016",432.15,61486000,6476080000
"Feb 27, 2016",432.52,41893600,6602810000
"Feb 28, 2016",433.5,53033400,6600310000
"Feb 29, 2016",437.7,60694700,6614980000
"Mar 01, 2016",435.12,74895800,6684800000
"Mar 02, 2016",423.99,74955300,6643810000
"Mar 03, 2016",421.65,100484000,6474150000
"Mar 04, 2016",410.94,90856100,6443890000
"Mar 05, 2016",400.57,135385000,6276610000
"Mar 06, 2016",407.71,91212500,6121400000
"Mar 07, 2016",414.32,85762400,6233430000
"Mar 08, 2016",413.97,70311700,6337370000
"Mar 09, 2016",414.86,70012300,6330230000
"Mar 10, 2016",417.13,81022900,6344960000
"Mar 11, 2016",421.69,73969700,6384740000
"Mar 12, 2016",411.62,92712900,6453260000
"Mar 13, 2016",414.07,74322800,6302330000
"Mar 14, 2016",416.44,95259400,6342780000
"Mar 15, 2016",416.83,66781700,6377870000
"Mar 16, 2016",417.01,65185800,6387190000
"Mar 17, 2016",420.62,83528600,6404130000
"Mar 18, 2016",409.55,104940000,6446330000
"Mar 19, 2016",410.44,58423000,6274790000
"Mar 20, 2016",413.76,45947900,6293610000
"Mar 21, 2016",413.31,61655400,6341380000
"Mar 22, 2016",418.09,66813300,6338430000
"Mar 23, 2016",418.04,61444200,6417130000
"Mar 24, 2016",416.39,68346700,6422730000
"Mar 25, 2016",417.18,52560000,6394850000
"Mar 26, 2016",417.95,44650400,6409500000
"Mar 27, 2016",426.77,71229400,6423040000
"Mar 28, 2016",424.23,68522800,6553700000
"Mar 29, 2016",416.52,75411500,6521010000
"Mar 30, 2016",414.82,66034100,6407840000
"Mar 31, 2016",416.73,60215200,6385140000
"Apr 01, 2016",417.96,51235700,6409540000
"Apr 02, 2016",420.87,45681200,6436700000
"Apr 03, 2016",420.9,38053700,6480470000
"Apr 04, 2016",421.44,50634300,6483910000
"Apr 05, 2016",424.03,60718000,6481350000
"Apr 06, 2016",423.41,59091000,6533260000
"Apr 07, 2016",422.75,57858600,6524680000
"Apr 08, 2016",420.35,63454700,6515190000
"Apr 09, 2016",419.41,49792700,6484410000
"Apr 10, 2016",421.56,73478600,6467330000
"Apr 11, 2016",422.48,50747500,6504290000
"Apr 12, 2016",425.19,70728800,6520870000
"Apr 13, 2016",423.73,69060400,6565470000
"Apr 14, 2016",424.28,45281000,6541030000
"Apr 15, 2016",429.71,54801500,6550350000
"Apr 16, 2016",430.57,39392800,6631310000
"Apr 17, 2016",427.4,52125900,6649170000
"Apr 18, 2016",428.59,55670900,6604150000
"Apr 19, 2016",435.51,52810500,6622450000
"Apr 20, 2016",441.39,72890100,6726370000
"Apr 21, 2016",449.43,68204700,6822320000
"Apr 22, 2016",445.74,58804400,6951860000
"Apr 23, 2016",450.28,50485400,6894280000
"Apr 24, 2016",458.56,68198400,6968570000
"Apr 25, 2016",461.43,87091800,7102490000
"Apr 26, 2016",466.09,78971900,7143060000
"Apr 27, 2016",444.69,93564900,7216190000
"Apr 28, 2016",449.01,74064700,6889170000
"Apr 29, 2016",455.1,49258500,6958330000
"Apr 30, 2016",448.32,69322600,7049460000
"May 01, 2016",451.88,40660100,6947430000
"May 02, 2016",444.67,92127000,7002610000
"May 03, 2016",450.3,59366400,6892690000
"May 04, 2016",446.72,50407300,6978950000
"May 05, 2016",447.98,50440800,6926990000
"May 06, 2016",459.6,72796800,6947800000
"May 07, 2016",458.54,38364500,7131120000
"May 08, 2016",458.55,40315000,7114060000
"May 09, 2016",460.48,55493100,7112510000
"May 10, 2016",450.9,58956100,7150370000
"May 11, 2016",452.73,50605200,7002230000
"May 12, 2016",454.77,59849300,7028330000
"May 13, 2016",455.67,60845000,7067270000
"May 14, 2016",455.67,37209000,7084100000
"May 15, 2016",457.57,28514000,7084760000
"May 16, 2016",454.16,59171500,7114740000
"May 17, 2016",453.78,64100300,7060730000
"May 18, 2016",454.62,86850100,7057390000
"May 19, 2016",438.72,96027400,7072090000
"May 20, 2016",442.68,81987900,6813080000
"May 21, 2016",443.19,42762300,6895230000
"May 22, 2016",439.32,39657600,6900700000
"May 23, 2016",444.16,50582500,6842470000
"May 24, 2016",445.98,65783100,6921460000
"May 25, 2016",449.6,65231000,6950690000
"May 26, 2016",453.38,65203800,7008500000
"May 27, 2016",473.46,164781000,7070010000
"May 28, 2016",530.04,181199000,7375780000
"May 29, 2016",526.23,148737000,8226500000
"May 30, 2016",533.86,87958700,8243960000
"May 31, 2016",531.39,138450000,8335100000
"Jun 01, 2016",536.92,86061800,8288680000
"Jun 02, 2016",537.97,60378200,8375000000
"Jun 03, 2016",569.19,122020000,8395070000
"Jun 04, 2016",572.73,94925300,8897080000
"Jun 05, 2016",574.98,68874100,8955060000
"Jun 06, 2016",585.54,72138900,8977700000
"Jun 07, 2016",576.6,107770000,9149580000
"Jun 08, 2016",581.65,80265800,9022250000
"Jun 09, 2016",574.63,71301000,9103080000
"Jun 10, 2016",577.47,66991900,9005920000
"Jun 11, 2016",606.73,82357000,9052360000
"Jun 12, 2016",672.78,277085000,9539850000
"Jun 13, 2016",704.38,243295000,10511900000
"Jun 14, 2016",685.56,186694000,11028900000
"Jun 15, 2016",694.47,99223800,10736600000
"Jun 16, 2016",766.31,271634000,10908900000
"Jun 17, 2016",748.91,363321000,12038900000
"Jun 18, 2016",756.23,252718000,11732600000
"Jun 19, 2016",763.78,136185000,11859800000
"Jun 20, 2016",737.23,174511000,11976700000
"Jun 21, 2016",666.65,309944000,11540000000
"Jun 22, 2016",596.12,266393000,10445300000
"Jun 23, 2016",623.98,253462000,9373190000
"Jun 24, 2016",665.3,224317000,9816730000
"Jun 25, 2016",665.12,126656000,10442000000
"Jun 26, 2016",629.37,109225000,10454900000
"Jun 27, 2016",655.28,122134000,9882840000
"Jun 28, 2016",647,138385000,10336800000
"Jun 29, 2016",639.89,142456000,10119600000
"Jun 30, 2016",673.34,138980000,10066400000
"Jul 01, 2016",676.3,134431000,10570600000
"Jul 02, 2016",703.7,112354000,10639600000
"Jul 03, 2016",658.66,129512000,11086100000
"Jul 04, 2016",683.66,92008400,10362700000
"Jul 05, 2016",670.63,130476000,10749100000
"Jul 06, 2016",677.33,134961000,10550300000
"Jul 07, 2016",640.56,258091000,10673400000
"Jul 08, 2016",666.52,141970000,10086900000
"Jul 09, 2016",650.96,180536000,10493800000
"Jul 10, 2016",649.36,102532000,10247300000
"Jul 11, 2016",647.66,107910000,10215200000
"Jul 12, 2016",664.55,138173000,10213100000
"Jul 13, 2016",654.47,131449000,10474500000
"Jul 14, 2016",658.08,98511400,10288400000
"Jul 15, 2016",663.26,81673100,10387900000
"Jul 16, 2016",660.77,50330200,10461700000
"Jul 17, 2016",679.46,74407900,10434700000
"Jul 18, 2016",673.11,69465000,10716800000
"Jul 19, 2016",672.86,61203300,10606500000
"Jul 20, 2016",665.69,94636400,10608600000
"Jul 21, 2016",665.01,60491800,10490300000
"Jul 22, 2016",650.62,134169000,10486600000
"Jul 23, 2016",655.56,69532200,10263700000
"Jul 24, 2016",661.29,118184000,10338600000
"Jul 25, 2016",654.1,78176500,10431900000
"Jul 26, 2016",651.78,225135000,10321900000
"Jul 27, 2016",654.35,147461000,10281900000
"Jul 28, 2016",655.04,86428400,10328100000
"Jul 29, 2016",656.99,60703500,10338900000
"Jul 30, 2016",655.05,38456100,10370100000
"Jul 31, 2016",624.68,110818000,10340900000
"Aug 01, 2016",606.27,121887000,9860620000
"Aug 02, 2016",547.47,330933000,9574320000
"Aug 03, 2016",566.36,207982000,8663670000
"Aug 04, 2016",578.29,125292000,8943870000
"Aug 05, 2016",575.04,66127900,9133690000
"Aug 06, 2016",587.78,80797300,9083510000
"Aug 07, 2016",592.69,82398400,9285940000
"Aug 08, 2016",591.05,61194100,9365440000
"Aug 09, 2016",587.8,92228100,9339660000
"Aug 10, 2016",592.1,102905000,9286960000
"Aug 11, 2016",589.12,74514400,9358770000
"Aug 12, 2016",587.56,69218000,9307250000
"Aug 13, 2016",585.59,43563000,9285530000
"Aug 14, 2016",570.47,60851100,9258730000
"Aug 15, 2016",567.24,57262300,9021180000
"Aug 16, 2016",577.44,58405200,8970770000
"Aug 17, 2016",573.22,54443000,9138030000
"Aug 18, 2016",574.32,59896600,9074760000
"Aug 19, 2016",575.63,50631600,9085820000
"Aug 20, 2016",581.7,45301400,9114500000
"Aug 21, 2016",581.31,38299400,9208210000
"Aug 22, 2016",586.75,72844000,9199410000
"Aug 23, 2016",583.42,85349200,9286930000
"Aug 24, 2016",580.18,56328200,9234800000
"Aug 25, 2016",577.76,136130000,9184700000
"Aug 26, 2016",579.65,48856800,9147170000
"Aug 27, 2016",569.95,59698300,9174990000
"Aug 28, 2016",573.91,86301600,9023610000
"Aug 29, 2016",574.11,110398000,9091830000
"Aug 30, 2016",577.5,70342400,9093530000
"Aug 31, 2016",575.47,75840900,9149730000
"Sep 01, 2016",572.3,76923400,9118280000
"Sep 02, 2016",575.54,79910800,9069550000
"Sep 03, 2016",598.21,159014000,9120440000
"Sep 04, 2016",608.63,97942900,9486370000
"Sep 05, 2016",606.59,82446800,9652490000
"Sep 06, 2016",610.44,78529100,9614140000
"Sep 07, 2016",614.54,75032400,9679610000
"Sep 08, 2016",626.32,86713000,9745120000
"Sep 09, 2016",622.86,64550200,9931980000
"Sep 10, 2016",623.51,45016800,9878730000
"Sep 11, 2016",606.72,73610800,9887780000
"Sep 12, 2016",608.24,72812300,9628560000
"Sep 13, 2016",609.24,86920600,9645930000
"Sep 14, 2016",610.68,47877700,9660080000
"Sep 15, 2016",607.16,59464600,9688940000
"Sep 16, 2016",606.97,64963400,9637020000
"Sep 17, 2016",605.98,37140300,9637600000
"Sep 18, 2016",609.87,48679400,9623950000
"Sep 19, 2016",609.23,54796400,9681960000
"Sep 20, 2016",608.31,72710900,9673140000
"Sep 21, 2016",597.15,82776200,9584260000
"Sep 22, 2016",596.3,67085300,9485280000
"Sep 23, 2016",602.84,51067000,9469130000
"Sep 24, 2016",602.63,35359500,9577520000
"Sep 25, 2016",600.83,33977800,9575360000
"Sep 26, 2016",608.04,59153800,9545830000
"Sep 27, 2016",606.17,49422400,9661590000
"Sep 28, 2016",604.73,48722600,9634530000
"Sep 29, 2016",605.69,55658600,9616160000
"Sep 30, 2016",609.74,56122400,9628250000
"Oct 01, 2016",613.98,56357000,9696280000
"Oct 02, 2016",610.89,39249800,9761330000
"Oct 03, 2016",612.13,46798300,9714980000
"Oct 04, 2016",610.2,49801600,9733330000
"Oct 05, 2016",612.51,68077500,9705320000
"Oct 06, 2016",613.02,56812100,9742370000
"Oct 07, 2016",617.12,64071400,9745740000
"Oct 08, 2016",619.11,42345900,9822100000
"Oct 09, 2016",616.75,39243400,9852480000
"Oct 10, 2016",618.99,67481100,9816270000
"Oct 11, 2016",641.07,103590000,9855650000
"Oct 12, 2016",636.19,92370200,10201000000
"Oct 13, 2016",636.79,61620700,10125100000
"Oct 14, 2016",640.38,58144600,10141600000
"Oct 15, 2016",638.65,39035400,10195200000
"Oct 16, 2016",641.63,40298100,10176800000
"Oct 17, 2016",639.19,58063600,10221300000
"Oct 18, 2016",637.96,65546700,10184000000
"Oct 19, 2016",630.52,69381700,10164800000
"Oct 20, 2016",630.86,56957300,10046700000
"Oct 21, 2016",632.83,55951000,10050300000
"Oct 22, 2016",657.29,78556500,10088400000
"Oct 23, 2016",657.07,54474600,10479700000
"Oct 24, 2016",653.76,62218200,10473500000
"Oct 25, 2016",657.59,90378800,10424300000
"Oct 26, 2016",678.3,88877100,10484000000
"Oct 27, 2016",688.31,96105300,10812500000
"Oct 28, 2016",689.65,81145500,10969800000
"Oct 29, 2016",714.48,134761000,11007600000
"Oct 30, 2016",701.86,100665000,11388800000
"Oct 31, 2016",700.97,97064400,11207200000
"Nov 01, 2016",729.79,130527000,11187700000
"Nov 02, 2016",740.83,84865200,11647200000
"Nov 03, 2016",688.7,172808000,11844300000
"Nov 04, 2016",703.24,99907700,10996400000
"Nov 05, 2016",703.42,53752300,11227200000
"Nov 06, 2016",711.52,59902200,11233000000
"Nov 07, 2016",703.13,65047100,11344800000
"Nov 08, 2016",709.85,79660800,11224000000
"Nov 09, 2016",723.27,132429000,11333000000
"Nov 10, 2016",715.53,68807800,11542100000
"Nov 11, 2016",716.41,63119700,11427200000
"Nov 12, 2016",705.05,64622500,11447700000
"Nov 13, 2016",702.03,80318100,11264500000
"Nov 14, 2016",705.02,62993000,11214600000
"Nov 15, 2016",711.62,72038500,11283400000
"Nov 16, 2016",744.2,141294000,11370700000
"Nov 17, 2016",740.98,108579000,11911300000
"Nov 18, 2016",751.59,87363100,11846000000
"Nov 19, 2016",751.62,110608000,12025400000
"Nov 20, 2016",731.03,154116000,12027500000
"Nov 21, 2016",739.25,60802400,11698900000
"Nov 22, 2016",751.35,129906000,11834200000
"Nov 23, 2016",744.59,76543800,12029000000
"Nov 24, 2016",740.29,85919300,11916500000
"Nov 25, 2016",741.65,67807600,11851100000
"Nov 26, 2016",735.38,54962700,11869600000
"Nov 27, 2016",732.04,52601800,11773800000
"Nov 28, 2016",735.81,61888600,11727800000
"Nov 29, 2016",735.6,68511100,11790900000
"Nov 30, 2016",745.69,84070800,11791600000
"Dec 01, 2016",756.77,80461900,11949200000
"Dec 02, 2016",777.94,127605000,12134800000
"Dec 03, 2016",771.16,69547300,12467800000
"Dec 04, 2016",773.87,60557900,12363600000
"Dec 05, 2016",758.7,106363000,12393100000
"Dec 06, 2016",764.22,116218000,12159400000
"Dec 07, 2016",768.13,96426100,12248900000
"Dec 08, 2016",770.81,80111900,12312500000
"Dec 09, 2016",772.79,68705300,12344000000
"Dec 10, 2016",774.65,53843100,12394500000
"Dec 11, 2016",769.73,57313400,12423600000
"Dec 12, 2016",780.09,76571000,12349800000
"Dec 13, 2016",780.56,81645600,12521500000
"Dec 14, 2016",781.48,75979000,12512900000
"Dec 15, 2016",778.09,81580100,12511700000
"Dec 16, 2016",784.91,83608200,12498800000
"Dec 17, 2016",790.83,78989800,12599600000
"Dec 18, 2016",790.53,60524400,12694800000
"Dec 19, 2016",792.71,74886400,12691100000
"Dec 20, 2016",800.88,99629300,12717600000
"Dec 21, 2016",834.28,155576000,12853700000
"Dec 22, 2016",864.54,200027000,13393800000
"Dec 23, 2016",921.98,275564000,13888600000
"Dec 24, 2016",898.82,137727000,14810300000
"Dec 25, 2016",896.18,143665000,14450100000
"Dec 26, 2016",907.61,123771000,14407800000
"Dec 27, 2016",933.2,167308000,14593300000
"Dec 28, 2016",975.92,236630000,15020500000
"Dec 29, 2016",973.5,199320000,15670000000
"Dec 30, 2016",961.24,187474000,15630200000
"Dec 31, 2016",963.74,99135100,15440700000
"Jan 01, 2017",998.33,147775000,15491200000
"Jan 02, 2017",1021.75,222185000,16055100000
"Jan 03, 2017",1043.84,185168000,16426600000
"Jan 04, 2017",1154.73,344946000,16795400000
"Jan 05, 2017",1013.38,510199000,18604000000
