Date,Close,Volume,Market Cap,ETH
"Aug 07, 2015",279.59,42484800,4032820000,2.77
"Aug 08, 2015",261,58533000,4048270000,0.753325
"Aug 09, 2015",265.08,23789600,3779770000,0.701897
"Aug 10, 2015",264.47,20979400,3843850000,0.708448
"Aug 11, 2015",270.39,25433900,3828500000,1.07
"Aug 12, 2015",266.38,26815400,3920210000,1.22
"Aug 13, 2015",264.08,27685500,3857090000,1.83
"Aug 14, 2015",265.68,27091200,3828340000,1.83
"Aug 15, 2015",261.55,19321100,3849530000,1.69
"Aug 16, 2015",258.51,29717000,3797330000,1.57
"Aug 17, 2015",257.98,21617900,3749260000,1.2
"Aug 18, 2015",211.08,42147200,3742020000,1.09
"Aug 19, 2015",226.68,60869200,3274860000,1.26
"Aug 20, 2015",235.35,32275000,3293570000,1.46
"Aug 21, 2015",232.57,23173800,3417200000,1.4
"Aug 22, 2015",230.39,23205900,3379050000,1.38
"Aug 23, 2015",228.17,18406600,3346760000,1.35
"Aug 24, 2015",210.5,59220700,3314640000,1.23
"Aug 25, 2015",221.61,61089200,3053250000,1.14
"Aug 26, 2015",225.83,31808000,3228540000,1.16
"Aug 27, 2015",224.77,21905400,3287220000,1.15
"Aug 28, 2015",231.4,31336600,3268370000,1.19
"Aug 29, 2015",229.78,17142500,3368880000,1.18
"Aug 30, 2015",228.76,19412600,3345740000,1.32
"Aug 31, 2015",230.06,20710700,3335220000,1.36
"Sep 01, 2015",228.12,20575200,3352760000,1.35
"Sep 02, 2015",229.28,18760400,3321180000,1.29
"Sep 03, 2015",227.18,17482000,3340990000,1.26
"Sep 04, 2015",230.3,20962400,3311080000,1.27
"Sep 05, 2015",235.02,20671400,3355470000,1.34
"Sep 06, 2015",239.84,25473700,3424420000,1.3
"Sep 07, 2015",239.85,21192200,3499120000,1.25
"Sep 08, 2015",243.61,26879200,3498750000,1.24
"Sep 09, 2015",238.17,23635700,3551640000,1.21
"Sep 10, 2015",238.48,21215500,3478410000,1.17
"Sep 11, 2015",240.11,19224700,3479310000,0.982978
"Sep 12, 2015",235.23,17962600,3502520000,1.04
"Sep 13, 2015",230.51,18478800,3435990000,0.936003
"Sep 14, 2015",230.64,20997800,3369190000,0.875622
"Sep 15, 2015",230.3,19177800,3368360000,0.94441
"Sep 16, 2015",229.09,20144200,3365740000,0.907175
"Sep 17, 2015",229.81,18935400,3349390000,0.874231
"Sep 18, 2015",232.98,20242200,3415440000,0.853685
"Sep 19, 2015",231.49,12712600,3406390000,0.882391
"Sep 20, 2015",231.21,14444700,3385770000,0.938445
"Sep 21, 2015",227.09,19678800,3383840000,0.919047
"Sep 22, 2015",230.62,25009300,3322420000,0.901796
"Sep 23, 2015",230.28,17254100,3381390000,0.893406
"Sep 24, 2015",234.53,25097800,3373850000,0.81361
"Sep 25, 2015",235.14,22363600,3433300000,0.736223
"Sep 26, 2015",234.34,13724100,3444730000,0.785964
"Sep 27, 2015",232.76,14179900,3431860000,0.720839
"Sep 28, 2015",239.14,24713000,3413630000,0.582886
"Sep 29, 2015",236.69,22691300,3505090000,0.661146
"Sep 30, 2015",236.06,19743500,3471280000,0.738644
"Oct 01, 2015",237.55,20488800,3462800000,0.690215
"Oct 02, 2015",237.29,19677900,3482190000,0.678574
"Oct 03, 2015",238.73,16482700,3482100000,0.687171
"Oct 04, 2015",238.26,12999000,3502460000,0.668379
"Oct 05, 2015",240.38,23335900,3497740000,0.628643
"Oct 06, 2015",246.06,27535100,3531230000,0.650645
"Oct 07, 2015",242.97,22999200,3617400000,0.609388
"Oct 08, 2015",242.3,18515300,3572730000,0.621716
"Oct 09, 2015",243.93,17353100,3565090000,0.650628
"Oct 10, 2015",244.94,15912700,3584120000,0.627857
"Oct 11, 2015",247.05,16827300,3599840000,0.634963
"Oct 12, 2015",245.31,17388300,3632110000,0.62603
"Oct 13, 2015",249.51,28198500,3608340000,0.607655
"Oct 14, 2015",251.99,27462600,3672370000,0.522968
"Oct 15, 2015",254.32,25223500,3711800000,0.561878
"Oct 16, 2015",262.87,35901500,3745090000,0.536495
"Oct 17, 2015",270.64,43199600,3870490000,0.547178
"Oct 18, 2015",261.64,22434300,3991620000,0.517734
"Oct 19, 2015",263.44,25258800,3859270000,0.489014
"Oct 20, 2015",269.46,30889800,3885570000,0.434829
"Oct 21, 2015",266.27,25637300,3970980000,0.447329
"Oct 22, 2015",274.02,37808600,3930500000,0.567702
"Oct 23, 2015",276.5,29442500,4037010000,0.539657
"Oct 24, 2015",281.65,25942400,4080140000,0.56359
"Oct 25, 2015",283.68,45717100,4154100000,0.616039
"Oct 26, 2015",285.3,32108800,4187410000,0.731317
"Oct 27, 2015",293.79,46331800,4211500000,0.869641
"Oct 28, 2015",304.62,50808100,4338430000,1
"Oct 29, 2015",313.86,64495900,4496390000,1.21
"Oct 30, 2015",328.02,78305000,4639690000,1.04
"Oct 31, 2015",314.17,48598100,4856410000,0.916627
"Nov 01, 2015",325.43,37001100,4657890000,1.06
"Nov 02, 2015",361.19,101918000,4820850000,0.989789
"Nov 03, 2015",403.42,206162000,5353680000,1.01
"Nov 04, 2015",411.56,263900000,5973510000,0.89905
"Nov 05, 2015",386.35,151825000,6040410000,0.895637
"Nov 06, 2015",374.47,122687000,5745320000,0.926032
"Nov 07, 2015",386.48,56625100,5542680000,0.927974
"Nov 08, 2015",373.37,51817600,5692390000,1.03
"Nov 09, 2015",380.26,68224400,5546240000,0.999278
"Nov 10, 2015",336.82,95797900,5631520000,0.934348
"Nov 11, 2015",311.08,107070000,5037510000,0.791829
"Nov 12, 2015",338.15,78477800,4657240000,0.895711
"Nov 13, 2015",336.75,52003000,5020700000,0.904096
"Nov 14, 2015",332.91,38612000,4994250000,0.888812
"Nov 15, 2015",320.17,44213100,4942420000,0.906368
"Nov 16, 2015",330.75,47980100,4746070000,0.928962
"Nov 17, 2015",335.09,51001600,4905260000,1.01
"Nov 18, 2015",334.59,43783800,4969330000,0.993319
"Nov 19, 2015",326.15,45011100,4971880000,0.955532
"Nov 20, 2015",322.02,53152900,4850170000,0.92492
"Nov 21, 2015",326.93,28200500,4787340000,0.97614
"Nov 22, 2015",324.54,23439400,4861340000,0.968018
"Nov 23, 2015",323.05,27478900,4823700000,0.946969
"Nov 24, 2015",320.05,29362600,4805160000,0.900191
"Nov 25, 2015",328.21,41666900,4762230000,0.863537
"Nov 26, 2015",352.68,106105000,4886330000,0.884183
"Nov 27, 2015",358.04,55179100,5238500000,0.867951
"Nov 28, 2015",357.38,36816600,5318300000,0.915703
"Nov 29, 2015",371.29,40409300,5324610000,0.878614
"Nov 30, 2015",377.32,71701600,5534000000,0.873119
"Dec 01, 2015",362.49,60452200,5624580000,0.8748
"Dec 02, 2015",359.19,54160500,5394070000,0.82121
"Dec 03, 2015",361.05,50714900,5358040000,0.812143
"Dec 04, 2015",363.18,35784100,5388110000,0.840041
"Dec 05, 2015",388.95,66282200,5426180000,0.862438
"Dec 06, 2015",388.78,77762000,5813290000,0.8355
"Dec 07, 2015",395.54,63455800,5821140000,0.811264
"Dec 08, 2015",415.56,57801400,5908810000,0.822118
"Dec 09, 2015",417.56,90917200,6189620000,0.792167
"Dec 10, 2015",415.48,52138900,6244360000,0.840396
"Dec 11, 2015",451.94,110944000,6206150000,0.929762
"Dec 12, 2015",435,131969000,6761730000,0.976973
"Dec 13, 2015",433.76,55050600,6454430000,0.952884
"Dec 14, 2015",444.18,130496000,6480070000,0.993022
"Dec 15, 2015",465.32,83121100,6640850000,1.01
"Dec 16, 2015",454.93,107944000,6962090000,0.991182
"Dec 17, 2015",456.08,47978400,6807850000,0.940701
"Dec 18, 2015",463.62,60220100,6825640000,0.920127
"Dec 19, 2015",462.32,47892700,6942950000,0.908072
"Dec 20, 2015",442.69,75409400,6925030000,0.903885
"Dec 21, 2015",438.64,77639700,6636280000,0.900771
"Dec 22, 2015",436.57,50840400,6556960000,0.864202
"Dec 23, 2015",442.4,47161400,6547850000,0.858077
"Dec 24, 2015",454.99,57157200,6645120000,0.863262
"Dec 25, 2015",455.65,39078500,6823120000,0.870363
"Dec 26, 2015",417.27,116166000,6838480000,0.854603
"Dec 27, 2015",422.82,53591200,6251440000,0.856365
"Dec 28, 2015",422.28,49638600,6356100000,0.845005
"Dec 29, 2015",432.98,51596500,6339010000,0.873054
"Dec 30, 2015",426.62,46889400,6508960000,0.911958
"Dec 31, 2015",430.57,45996600,6399190000,0.933542
"Jan 01, 2016",434.33,36278900,6473530000,0.948024
"Jan 02, 2016",433.44,30096600,6533630000,0.937124
"Jan 03, 2016",430.01,39633800,6519500000,0.971905
"Jan 04, 2016",433.09,38477500,6468180000,0.95448
"Jan 05, 2016",431.96,34522600,6515380000,0.950176
"Jan 06, 2016",429.11,34042500,6498830000,0.95086
"Jan 07, 2016",458.05,87562200,6472580000,0.942005
"Jan 08, 2016",453.23,56993000,6888600000,0.986789
"Jan 09, 2016",447.61,32278000,6828000000,0.986833
"Jan 10, 2016",447.99,35995900,6752210000,0.999231
"Jan 11, 2016",448.43,40450000,6761090000,1.06
"Jan 12, 2016",435.69,115607000,6755220000,1.14
"Jan 13, 2016",432.37,173888000,6553350000,1.13
"Jan 14, 2016",430.31,43945500,6519110000,1.19
"Jan 15, 2016",364.33,153351000,6489870000,1.21
"Jan 16, 2016",387.54,120352000,5507790000,1.22
"Jan 17, 2016",382.3,45319600,5842270000,1.33
"Jan 18, 2016",387.17,54403900,5761940000,1.43
"Jan 19, 2016",380.15,46819800,5843510000,1.37
"Jan 20, 2016",420.23,121720000,5734760000,1.53
"Jan 21, 2016",410.26,68338000,6338800000,1.55
"Jan 22, 2016",382.49,91546600,6190940000,1.5
"Jan 23, 2016",387.49,56247400,5779890000,1.97
"Jan 24, 2016",402.97,54824800,5867300000,2.14
"Jan 25, 2016",391.73,59062400,6083900000,2.5
"Jan 26, 2016",392.15,58147000,5929520000,2.28
"Jan 27, 2016",394.97,47424400,5937780000,2.39
"Jan 28, 2016",380.29,59247900,5980180000,2.53
"Jan 29, 2016",379.47,86125300,5753970000,2.49
"Jan 30, 2016",378.26,30284400,5736760000,2.45
"Jan 31, 2016",368.77,37894300,5729870000,2.31
"Feb 01, 2016",373.06,51656700,5596090000,2.21
"Feb 02, 2016",374.45,40378700,5651690000,2.44
"Feb 03, 2016",369.95,45933400,5679530000,2.53
"Feb 04, 2016",389.59,69285500,5613380000,2.58
"Feb 05, 2016",386.55,43825000,5898960000,2.54
"Feb 06, 2016",376.52,49249300,5865740000,2.53
"Feb 07, 2016",376.62,37076300,5714760000,2.96
"Feb 08, 2016",373.45,47671100,5720100000,3.18
"Feb 09, 2016",376.03,55318500,5670880000,4.04
"Feb 10, 2016",381.65,85130900,5713880000,4.44
"Feb 11, 2016",379.65,74375600,5806110000,6.01
"Feb 12, 2016",384.26,67042800,5771040000,5.55
"Feb 13, 2016",391.86,61911700,5847990000,5.39
"Feb 14, 2016",407.23,74469800,5975580000,5.24
"Feb 15, 2016",400.19,74070500,6199850000,5.29
"Feb 16, 2016",407.49,73093100,6108040000,4.32
"Feb 17, 2016",416.32,83193600,6204150000,3.76
"Feb 18, 2016",422.37,76752600,6341430000,4.4
"Feb 19, 2016",420.79,55711300,6436980000,4.74
"Feb 20, 2016",437.16,93992100,6421310000,4.34
"Feb 21, 2016",438.8,89820700,6669260000,4.65
"Feb 22, 2016",437.75,85385200,6689200000,5.62
"Feb 23, 2016",420.74,85244900,6679400000,5.59
"Feb 24, 2016",424.96,67743700,6417190000,6.24
"Feb 25, 2016",424.54,70798000,6480650000,6.1
"Feb 26, 2016",432.15,61486000,6476080000,5.92
"Feb 27, 2016",432.52,41893600,6602810000,6.43
"Feb 28, 2016",433.5,53033400,6600310000,6.47
"Feb 29, 2016",437.7,60694700,6614980000,6.34
"Mar 01, 2016",435.12,74895800,6684800000,7.65
"Mar 02, 2016",423.99,74955300,6643810000,8.47
"Mar 03, 2016",421.65,100484000,6474150000,9.29
"Mar 04, 2016",410.94,90856100,6443890000,10.41
"Mar 05, 2016",400.57,135385000,6276610000,11
"Mar 06, 2016",407.71,91212500,6121400000,11.38
"Mar 07, 2016",414.32,85762400,6233430000,9.55
"Mar 08, 2016",413.97,70311700,6337370000,9.85
"Mar 09, 2016",414.86,70012300,6330230000,11.9
"Mar 10, 2016",417.13,81022900,6344960000,11.31
"Mar 11, 2016",421.69,73969700,6384740000,11.08
"Mar 12, 2016",411.62,92712900,6453260000,13.53
"Mar 13, 2016",414.07,74322800,6302330000,14.48
"Mar 14, 2016",416.44,95259400,6342780000,12.45
"Mar 15, 2016",416.83,66781700,6377870000,13.01
"Mar 16, 2016",417.01,65185800,6387190000,12.52
"Mar 17, 2016",420.62,83528600,6404130000,11.08
"Mar 18, 2016",409.55,104940000,6446330000,11
"Mar 19, 2016",410.44,58423000,6274790000,10.53
"Mar 20, 2016",413.76,45947900,6293610000,10.32
"Mar 21, 2016",413.31,61655400,6341380000,11.86
"Mar 22, 2016",418.09,66813300,6338430000,11.27
"Mar 23, 2016",418.04,61444200,6417130000,12.42
"Mar 24, 2016",416.39,68346700,6422730000,11.24
"Mar 25, 2016",417.18,52560000,6394850000,10.74
"Mar 26, 2016",417.95,44650400,6409500000,10.97
"Mar 27, 2016",426.77,71229400,6423040000,10.42
"Mar 28, 2016",424.23,68522800,6553700000,11.67
"Mar 29, 2016",416.52,75411500,6521010000,11.66
"Mar 30, 2016",414.82,66034100,6407840000,11.95
"Mar 31, 2016",416.73,60215200,6385140000,11.4
"Apr 01, 2016",417.96,51235700,6409540000,11.66
"Apr 02, 2016",420.87,45681200,6436700000,11.6
"Apr 03, 2016",420.9,38053700,6480470000,11.62
"Apr 04, 2016",421.44,50634300,6483910000,11.16
"Apr 05, 2016",424.03,60718000,6481350000,10.44
"Apr 06, 2016",423.41,59091000,6533260000,10.69
"Apr 07, 2016",422.75,57858600,6524680000,10.07
"Apr 08, 2016",420.35,63454700,6515190000,9.72
"Apr 09, 2016",419.41,49792700,6484410000,9.15
"Apr 10, 2016",421.56,73478600,6467330000,8.94
"Apr 11, 2016",422.48,50747500,6504290000,8.64
"Apr 12, 2016",425.19,70728800,6520870000,7.44
"Apr 13, 2016",423.73,69060400,6565470000,8.04
"Apr 14, 2016",424.28,45281000,6541030000,8.39
"Apr 15, 2016",429.71,54801500,6550350000,8.24
"Apr 16, 2016",430.57,39392800,6631310000,8.61
"Apr 17, 2016",427.4,52125900,6649170000,9.31
"Apr 18, 2016",428.59,55670900,6604150000,9.04
"Apr 19, 2016",435.51,52810500,6622450000,8.71
"Apr 20, 2016",441.39,72890100,6726370000,8.47
"Apr 21, 2016",449.43,68204700,6822320000,8.1
"Apr 22, 2016",445.74,58804400,6951860000,7.82
"Apr 23, 2016",450.28,50485400,6894280000,8.29
"Apr 24, 2016",458.56,68198400,6968570000,8
"Apr 25, 2016",461.43,87091800,7102490000,7.55
"Apr 26, 2016",466.09,78971900,7143060000,7.4
"Apr 27, 2016",444.69,93564900,7216190000,7.76
"Apr 28, 2016",449.01,74064700,6889170000,7.17
"Apr 29, 2016",455.1,49258500,6958330000,7.46
"Apr 30, 2016",448.32,69322600,7049460000,8.81
"May 01, 2016",451.88,40660100,6947430000,8.85
"May 02, 2016",444.67,92127000,7002610000,10.16
"May 03, 2016",450.3,59366400,6892690000,9.31
"May 04, 2016",446.72,50407300,6978950000,9.41
"May 05, 2016",447.98,50440800,6926990000,9.83
"May 06, 2016",459.6,72796800,6947800000,9.35
"May 07, 2016",458.54,38364500,7131120000,9.37
"May 08, 2016",458.55,40315000,7114060000,9.48
"May 09, 2016",460.48,55493100,7112510000,9.3
"May 10, 2016",450.9,58956100,7150370000,9.36
"May 11, 2016",452.73,50605200,7002230000,10
"May 12, 2016",454.77,59849300,7028330000,10.06
"May 13, 2016",455.67,60845000,7067270000,10.51
"May 14, 2016",455.67,37209000,7084100000,10.24
"May 15, 2016",457.57,28514000,7084760000,9.96
"May 16, 2016",454.16,59171500,7114740000,11.17
"May 17, 2016",453.78,64100300,7060730000,12.2
"May 18, 2016",454.62,86850100,7057390000,13.56
"May 19, 2016",438.72,96027400,7072090000,14.77
"May 20, 2016",442.68,81987900,6813080000,13.64
"May 21, 2016",443.19,42762300,6895230000,14.02
"May 22, 2016",439.32,39657600,6900700000,14.29
"May 23, 2016",444.16,50582500,6842470000,13.46
"May 24, 2016",445.98,65783100,6921460000,12.73
"May 25, 2016",449.6,65231000,6950690000,12.53
"May 26, 2016",453.38,65203800,7008500000,12.43
"May 27, 2016",473.46,164781000,7070010000,11.3
"May 28, 2016",530.04,181199000,7375780000,11.89
"May 29, 2016",526.23,148737000,8226500000,12.35
"May 30, 2016",533.86,87958700,8243960000,12.73
"May 31, 2016",531.39,138450000,8335100000,14.08
"Jun 01, 2016",536.92,86061800,8288680000,14
"Jun 02, 2016",537.97,60378200,8375000000,13.74
"Jun 03, 2016",569.19,122020000,8395070000,13.85
"Jun 04, 2016",572.73,94925300,8897080000,13.74
"Jun 05, 2016",574.98,68874100,8955060000,13.98
"Jun 06, 2016",585.54,72138900,8977700000,13.93
"Jun 07, 2016",576.6,107770000,9149580000,14.51
"Jun 08, 2016",581.65,80265800,9022250000,14.42
"Jun 09, 2016",574.63,71301000,9103080000,14.4
"Jun 10, 2016",577.47,66991900,9005920000,13.91
"Jun 11, 2016",606.73,82357000,9052360000,14.19
"Jun 12, 2016",672.78,277085000,9539850000,15.74
"Jun 13, 2016",704.38,243295000,10511900000,17.6
"Jun 14, 2016",685.56,186694000,11028900000,18.89
"Jun 15, 2016",694.47,99223800,10736600000,18.35
"Jun 16, 2016",766.31,271634000,10908900000,20.59
"Jun 17, 2016",748.91,363321000,12038900000,15.38
"Jun 18, 2016",756.23,252718000,11732600000,11.33
"Jun 19, 2016",763.78,136185000,11859800000,12.23
"Jun 20, 2016",737.23,174511000,11976700000,11.84
"Jun 21, 2016",666.65,309944000,11540000000,13.31
"Jun 22, 2016",596.12,266393000,10445300000,13.1
"Jun 23, 2016",623.98,253462000,9373190000,13.68
"Jun 24, 2016",665.3,224317000,9816730000,14.33
"Jun 25, 2016",665.12,126656000,10442000000,14.28
"Jun 26, 2016",629.37,109225000,10454900000,13.85
"Jun 27, 2016",655.28,122134000,9882840000,13.88
"Jun 28, 2016",647,138385000,10336800000,12.18
"Jun 29, 2016",639.89,142456000,10119600000,12.61
"Jun 30, 2016",673.34,138980000,10066400000,12.46
"Jul 01, 2016",676.3,134431000,10570600000,12.2
"Jul 02, 2016",703.7,112354000,10639600000,12.13
"Jul 03, 2016",658.66,129512000,11086100000,11.72
"Jul 04, 2016",683.66,92008400,10362700000,11.47
"Jul 05, 2016",670.63,130476000,10749100000,10.61
"Jul 06, 2016",677.33,134961000,10550300000,10.53
"Jul 07, 2016",640.56,258091000,10673400000,10.11
"Jul 08, 2016",666.52,141970000,10086900000,11.39
"Jul 09, 2016",650.96,180536000,10493800000,10.97
"Jul 10, 2016",649.36,102532000,10247300000,10.95
"Jul 11, 2016",647.66,107910000,10215200000,10.46
"Jul 12, 2016",664.55,138173000,10213100000,10.52
"Jul 13, 2016",654.47,131449000,10474500000,10.5
"Jul 14, 2016",658.08,98511400,10288400000,11.51
